,x1,x2,resp,correct
0,0.53,0.53,0.0,1
1,0.3,0.19,1.0,1
2,0.64,0.3,0.0,0
3,0.86,0.92,0.0,1
4,0.53,0.36,0.0,0
5,0.8,0.86,0.0,1
6,0.69,0.86,0.0,1
7,0.36,0.69,0.0,1
8,0.75,0.92,0.0,1
9,0.3,0.08,1.0,1
10,0.58,0.19,1.0,1
11,0.69,0.3,0.0,0
12,0.42,0.58,0.0,0
13,0.42,0.86,0.0,1
14,0.69,0.75,0.0,1
15,0.69,0.36,0.0,1
16,0.08,0.53,1.0,1
17,0.47,0.19,1.0,1
18,0.25,0.86,0.0,1
19,0.42,0.25,1.0,1
20,0.25,0.53,0.0,0
21,0.08,0.42,0.0,0
22,0.36,0.8,0.0,1
23,0.25,0.08,1.0,1
24,0.86,0.8,0.0,1
25,0.47,0.42,0.0,0
26,0.86,0.3,1.0,0
27,0.64,0.36,0.0,0
28,0.36,0.08,1.0,1
29,0.08,0.8,0.0,0
30,0.53,0.58,0.0,1
31,0.8,0.42,0.0,1
