,x1,x2,resp,correct
0,0.92,0.14,0.0,1
1,0.47,0.8,1.0,0
2,0.8,0.58,0.0,1
3,0.25,0.47,1.0,1
4,0.58,0.8,1.0,0
5,0.92,0.69,0.0,1
6,0.47,0.25,0.0,0
7,0.75,0.08,0.0,0
8,0.36,0.14,1.0,1
9,0.47,0.14,0.0,0
10,0.3,0.75,1.0,0
11,0.25,0.8,1.0,0
12,0.19,0.64,0.0,0
13,0.08,0.69,1.0,1
14,0.08,0.08,1.0,1
15,0.75,0.53,0.0,1
16,0.64,0.69,0.0,1
17,0.92,0.3,0.0,1
18,0.53,0.75,0.0,1
19,0.86,0.25,1.0,0
20,0.64,0.08,1.0,1
21,0.42,0.92,0.0,1
22,0.08,0.86,1.0,1
23,0.64,0.75,0.0,1
24,0.75,0.36,1.0,0
25,0.3,0.14,1.0,1
26,0.25,0.25,0.0,0
27,0.58,0.36,0.0,0
28,0.64,0.25,0.0,0
29,0.14,0.3,1.0,1
30,0.47,0.69,0.0,1
31,0.64,0.86,0.0,1
