,x1,x2,resp,correct
0,0.8,0.14,1.0,1
1,0.19,0.36,0.0,0
2,0.3,0.53,0.0,1
3,0.42,0.42,0.0,0
4,0.58,0.58,0.0,1
5,0.42,0.14,1.0,1
6,0.92,0.47,1.0,1
7,0.92,0.19,1.0,1
8,0.8,0.8,0.0,1
9,0.75,0.3,1.0,1
10,0.3,0.3,1.0,1
11,0.08,0.92,0.0,1
12,0.19,0.47,0.0,0
13,0.36,0.53,0.0,1
14,0.36,0.3,1.0,1
15,0.3,0.86,0.0,1
16,0.53,0.69,0.0,1
17,0.75,0.25,1.0,1
18,0.19,0.42,0.0,0
19,0.53,0.64,0.0,1
20,0.3,0.69,0.0,1
21,0.19,0.86,0.0,1
22,0.75,0.64,0.0,1
23,0.75,0.86,0.0,1
24,0.69,0.08,1.0,1
25,0.69,0.53,0.0,1
26,0.64,0.64,0.0,1
27,0.3,0.92,0.0,1
28,0.53,0.08,1.0,1
29,0.47,0.75,0.0,1
30,0.14,0.19,1.0,1
31,0.69,0.14,1.0,1
