,x1,x2,resp,correct
0,0.3,0.19,0.0,1
1,0.42,0.86,0.0,1
2,0.69,0.36,1.0,1
3,0.86,0.92,1.0,1
4,0.64,0.36,0.0,0
5,0.3,0.08,0.0,1
6,0.75,0.92,1.0,1
7,0.36,0.08,0.0,1
8,0.42,0.58,1.0,0
9,0.08,0.42,0.0,1
10,0.36,0.8,0.0,1
11,0.8,0.42,1.0,1
12,0.47,0.42,0.0,1
13,0.69,0.3,1.0,1
14,0.64,0.3,1.0,1
15,0.86,0.8,0.0,0
16,0.86,0.3,1.0,1
17,0.58,0.19,1.0,1
18,0.69,0.75,1.0,1
19,0.69,0.86,1.0,1
20,0.53,0.53,0.0,0
21,0.25,0.53,0.0,1
22,0.08,0.53,0.0,1
23,0.53,0.36,0.0,0
24,0.53,0.58,1.0,1
25,0.08,0.8,0.0,1
26,0.36,0.69,0.0,1
27,0.25,0.86,0.0,1
28,0.8,0.86,1.0,1
29,0.42,0.25,0.0,1
30,0.47,0.19,0.0,1
31,0.25,0.08,0.0,1
