,x1,x2,resp,correct
0,0.3,0.86,0.0,1
1,0.69,0.14,1.0,1
2,0.19,0.47,0.0,0
3,0.75,0.3,1.0,0
4,0.19,0.86,1.0,0
5,0.3,0.69,1.0,1
6,0.75,0.25,0.0,0
7,0.47,0.75,0.0,1
8,0.53,0.64,1.0,0
9,0.14,0.19,1.0,1
10,0.8,0.14,0.0,0
11,0.08,0.92,0.0,1
12,0.3,0.92,0.0,1
13,0.3,0.53,1.0,1
14,0.36,0.3,0.0,0
15,0.42,0.14,1.0,1
16,0.69,0.08,0.0,0
17,0.92,0.47,0.0,1
18,0.19,0.36,1.0,1
19,0.53,0.69,0.0,1
20,0.3,0.3,1.0,1
21,0.8,0.8,0.0,1
22,0.58,0.58,0.0,1
23,0.36,0.53,1.0,1
24,0.75,0.64,1.0,0
25,0.42,0.42,0.0,0
26,0.92,0.19,1.0,0
27,0.75,0.86,0.0,1
28,0.64,0.64,1.0,0
29,0.19,0.42,0.0,0
30,0.53,0.08,0.0,0
31,0.69,0.53,1.0,0
