,x1,x2,resp,correct
0,0.86,0.08,0.0,0
1,0.14,0.53,1.0,1
2,0.14,0.69,0.0,0
3,0.53,0.42,0.0,0
4,0.8,0.3,1.0,0
5,0.47,0.3,1.0,1
6,0.58,0.69,0.0,1
7,0.3,0.47,0.0,0
8,0.36,0.92,1.0,0
9,0.19,0.14,0.0,0
10,0.8,0.75,0.0,1
11,0.47,0.08,1.0,1
12,0.42,0.47,0.0,0
13,0.42,0.19,1.0,1
14,0.92,0.36,1.0,0
15,0.64,0.92,0.0,1
16,0.3,0.36,1.0,1
17,0.86,0.47,0.0,1
18,0.53,0.92,1.0,0
19,0.08,0.75,0.0,0
20,0.69,0.25,1.0,1
21,0.8,0.19,1.0,1
22,0.53,0.86,0.0,1
23,0.14,0.92,1.0,0
24,0.8,0.53,0.0,1
25,0.75,0.58,0.0,1
26,0.36,0.64,1.0,1
27,0.14,0.86,1.0,1
28,0.69,0.19,1.0,1
29,0.14,0.8,0.0,0
30,0.19,0.25,1.0,1
31,0.69,0.69,0.0,1
