,x1,x2,resp,correct
0,0.19,0.3,0.0,1
1,0.47,0.53,0.0,1
2,0.47,0.47,0.0,0
3,0.64,0.8,0.0,1
4,0.86,0.69,1.0,1
5,0.86,0.86,1.0,1
6,0.64,0.42,0.0,0
7,0.86,0.53,1.0,1
8,0.92,0.92,1.0,1
9,0.36,0.19,0.0,0
10,0.14,0.36,0.0,1
11,0.69,0.92,0.0,1
12,0.69,0.64,0.0,0
13,0.92,0.42,1.0,1
14,0.36,0.36,0.0,0
15,0.14,0.64,0.0,1
16,0.36,0.42,0.0,1
17,0.19,0.58,0.0,1
18,0.36,0.86,0.0,1
19,0.25,0.75,0.0,1
20,0.58,0.08,0.0,0
21,0.69,0.47,1.0,1
22,0.75,0.47,1.0,1
23,0.75,0.8,1.0,0
24,0.42,0.64,0.0,1
25,0.3,0.25,0.0,0
26,0.75,0.42,1.0,1
27,0.86,0.14,1.0,1
28,0.25,0.69,0.0,1
29,0.47,0.86,0.0,1
30,0.14,0.42,0.0,1
31,0.53,0.14,0.0,0
