,x1,x2,resp,correct
0,0.19,0.69,1.0,0
1,0.42,0.53,1.0,0
2,0.42,0.08,1.0,0
3,0.25,0.58,1.0,0
4,0.53,0.19,1.0,1
5,0.47,0.58,1.0,0
6,0.92,0.86,1.0,1
7,0.36,0.25,1.0,0
8,0.86,0.42,1.0,1
9,0.42,0.69,1.0,0
10,0.92,0.08,1.0,1
11,0.86,0.58,1.0,1
12,0.08,0.14,1.0,0
13,0.08,0.47,0.0,1
14,0.86,0.75,1.0,1
15,0.58,0.75,1.0,1
16,0.42,0.36,1.0,0
17,0.3,0.42,1.0,0
18,0.64,0.19,1.0,1
19,0.25,0.92,0.0,1
20,0.25,0.3,1.0,0
21,0.64,0.58,1.0,1
22,0.8,0.36,1.0,1
23,0.64,0.53,1.0,1
24,0.25,0.64,0.0,1
25,0.19,0.19,1.0,0
26,0.92,0.75,1.0,1
27,0.58,0.25,1.0,1
28,0.19,0.8,0.0,1
29,0.86,0.36,1.0,1
30,0.8,0.64,1.0,1
31,0.53,0.25,1.0,1
