,x1,x2,resp,correct
0,0.3,0.42,0.0,1
1,0.25,0.92,1.0,0
2,0.8,0.64,0.0,0
3,0.92,0.75,1.0,1
4,0.42,0.36,0.0,1
5,0.42,0.53,1.0,0
6,0.86,0.36,0.0,0
7,0.25,0.3,0.0,1
8,0.19,0.8,1.0,0
9,0.64,0.58,1.0,1
10,0.19,0.19,0.0,1
11,0.47,0.58,0.0,1
12,0.86,0.58,1.0,1
13,0.53,0.19,1.0,1
14,0.08,0.14,0.0,1
15,0.8,0.36,0.0,0
16,0.42,0.08,0.0,1
17,0.64,0.53,1.0,1
18,0.86,0.42,1.0,1
19,0.19,0.69,0.0,1
20,0.58,0.75,0.0,0
21,0.53,0.25,1.0,1
22,0.08,0.47,0.0,1
23,0.58,0.25,1.0,1
24,0.64,0.19,1.0,1
25,0.92,0.86,0.0,0
26,0.25,0.58,1.0,0
27,0.86,0.75,0.0,0
28,0.92,0.08,1.0,1
29,0.36,0.25,0.0,1
30,0.25,0.64,0.0,1
31,0.42,0.69,1.0,0
