,x1,x2,resp,correct
0,0.75,0.47,1.0,0
1,0.64,0.8,0.0,0
2,0.92,0.92,1.0,1
3,0.69,0.47,0.0,1
4,0.69,0.92,0.0,0
5,0.14,0.64,1.0,1
6,0.53,0.14,0.0,1
7,0.36,0.36,0.0,0
8,0.86,0.86,1.0,1
9,0.69,0.64,0.0,1
10,0.42,0.64,0.0,0
11,0.75,0.42,1.0,0
12,0.86,0.69,1.0,0
13,0.19,0.3,0.0,0
14,0.3,0.25,0.0,1
15,0.47,0.53,0.0,0
16,0.36,0.86,0.0,0
17,0.36,0.19,0.0,1
18,0.25,0.75,0.0,0
19,0.14,0.42,0.0,0
20,0.92,0.42,1.0,0
21,0.47,0.86,0.0,0
22,0.86,0.53,1.0,0
23,0.64,0.42,0.0,1
24,0.58,0.08,0.0,1
25,0.47,0.47,0.0,0
26,0.86,0.14,1.0,0
27,0.75,0.8,0.0,0
28,0.25,0.69,0.0,0
29,0.36,0.42,0.0,0
30,0.14,0.36,1.0,1
31,0.19,0.58,0.0,0
