,x1,x2,resp,correct
0,0.081,0.517,1.0,1
1,0.34,0.042,1.0,1
2,0.901,0.663,0.0,1
3,0.057,0.841,1.0,0
4,0.144,0.203,1.0,1
5,0.403,0.156,0.0,0
6,0.678,0.936,1.0,0
7,0.927,0.956,0.0,1
8,0.144,0.41,1.0,1
9,0.846,0.053,1.0,0
10,0.523,0.776,1.0,0
11,0.665,0.692,0.0,1
12,0.157,0.996,1.0,0
13,0.699,0.212,0.0,1
14,0.806,0.56,0.0,1
15,0.16,0.727,1.0,1
16,0.696,0.43,0.0,1
17,0.541,0.086,1.0,1
18,0.45,0.727,1.0,0
19,0.404,0.467,0.0,0
20,0.46,0.901,1.0,0
21,0.907,0.161,0.0,1
22,0.942,0.477,0.0,1
23,0.545,0.298,0.0,0
24,0.271,0.57,1.0,1
25,0.076,0.046,1.0,1
26,0.838,0.826,0.0,1
27,0.053,0.349,1.0,1
28,0.803,0.296,0.0,1
29,0.28,0.323,1.0,1
30,0.543,0.595,1.0,0
31,0.281,0.87,1.0,0
