,x1,x2,resp,correct
0,0.985,0.172,0.0,0
1,0.262,0.344,1.0,0
2,0.643,0.169,0.0,1
3,0.774,0.273,1.0,0
4,0.519,0.015,1.0,0
5,0.419,0.478,1.0,0
6,0.393,0.948,1.0,1
7,0.66,0.399,1.0,0
8,0.431,0.177,1.0,0
9,0.134,0.399,1.0,0
10,0.516,0.315,0.0,1
11,0.866,0.066,0.0,1
12,0.54,0.863,1.0,1
13,0.776,0.517,1.0,1
14,0.485,0.685,1.0,1
15,0.088,0.306,1.0,0
16,0.062,0.816,1.0,0
17,0.614,0.52,1.0,1
18,0.698,0.657,1.0,1
19,0.676,0.993,1.0,1
20,0.052,0.009,0.0,1
21,0.321,0.871,1.0,1
22,0.168,0.908,1.0,0
23,0.066,0.571,1.0,0
24,0.933,0.93,1.0,1
25,0.816,0.773,1.0,1
26,0.95,0.704,1.0,1
27,0.208,0.207,1.0,0
28,0.296,0.017,0.0,1
29,0.209,0.732,1.0,0
30,0.315,0.551,1.0,0
31,0.91,0.39,1.0,1
