,x1,x2,resp,correct
0,0.834,0.185,1.0,1
1,0.454,0.032,1.0,1
2,0.79,0.648,0.0,1
3,0.778,0.999,0.0,1
4,0.83,0.389,1.0,1
5,0.088,0.405,1.0,1
6,0.946,0.337,1.0,1
7,0.069,0.201,1.0,1
8,0.004,0.972,0.0,1
9,0.671,0.095,1.0,1
10,0.276,0.189,1.0,1
11,0.453,0.588,1.0,1
12,0.521,0.136,1.0,1
13,0.045,0.699,0.0,1
14,0.564,0.485,1.0,1
15,0.411,0.848,0.0,1
16,0.935,0.821,0.0,1
17,0.197,0.794,0.0,1
18,0.43,0.311,1.0,1
19,0.162,0.528,1.0,1
20,0.283,0.715,0.0,1
21,0.351,0.441,1.0,1
22,0.218,0.303,1.0,1
23,0.587,0.907,0.0,1
24,0.902,0.608,0.0,1
25,0.137,0.039,1.0,1
26,0.69,0.266,1.0,1
27,0.982,0.077,1.0,1
28,0.692,0.857,0.0,1
29,0.298,0.94,0.0,1
30,0.567,0.703,0.0,1
31,0.646,0.571,1.0,1
