,x1,x2,resp,correct
0,0.926,0.158,1.0,1
1,0.216,0.43,1.0,0
2,0.926,0.677,0.0,0
3,0.32,0.798,1.0,1
4,0.677,0.683,1.0,1
5,0.138,0.989,1.0,1
6,0.644,0.454,1.0,1
7,0.3,0.279,0.0,1
8,0.917,0.916,1.0,1
9,0.355,0.092,1.0,0
10,0.663,0.214,1.0,0
11,0.461,0.911,1.0,1
12,0.597,0.565,1.0,1
13,0.171,0.65,1.0,0
14,0.841,0.289,1.0,1
15,0.569,0.837,1.0,1
16,0.312,0.525,1.0,0
17,0.834,0.076,1.0,1
18,0.73,0.999,1.0,1
19,0.584,0.347,0.0,0
20,0.029,0.282,1.0,0
21,0.096,0.587,1.0,0
22,0.967,0.429,0.0,0
23,0.416,0.675,1.0,1
24,0.205,0.153,0.0,1
25,0.582,0.084,1.0,0
26,0.034,0.026,0.0,1
27,0.036,0.808,1.0,0
28,0.47,0.163,0.0,1
29,0.453,0.457,0.0,0
30,0.857,0.81,1.0,1
31,0.869,0.545,0.0,0
