,x1,x2,resp,correct
0,0.731,0.929,1.0,1
1,0.448,0.456,0.0,0
2,0.725,0.643,1.0,1
3,0.561,0.84,1.0,1
4,0.067,0.044,0.0,1
5,0.921,0.178,1.0,1
6,0.723,0.164,1.0,0
7,0.934,0.676,1.0,1
8,0.829,0.819,1.0,1
9,0.031,0.86,0.0,1
10,0.789,0.56,1.0,1
11,0.476,0.656,0.0,0
12,0.448,0.929,1.0,1
13,0.538,0.034,1.0,0
14,0.096,0.525,0.0,1
15,0.291,0.772,0.0,0
16,0.671,0.474,1.0,1
17,0.964,0.942,1.0,1
18,0.352,0.561,1.0,1
19,0.962,0.419,1.0,1
20,0.399,0.198,1.0,0
21,0.308,0.323,0.0,1
22,0.184,0.735,0.0,0
23,0.308,0.014,1.0,0
24,0.525,0.346,1.0,0
25,0.131,0.195,0.0,1
26,0.607,0.546,0.0,0
27,0.16,0.92,1.0,1
28,0.098,0.341,0.0,1
29,0.797,0.051,1.0,0
30,0.187,0.441,0.0,1
31,0.856,0.286,1.0,1
