,x1,x2,resp,correct
0,0.918,0.728,1.0,1
1,0.182,0.46,1.0,1
2,0.483,0.392,0.0,1
3,0.713,0.184,0.0,1
4,0.005,0.321,1.0,0
5,0.428,0.936,1.0,1
6,0.937,0.176,0.0,1
7,0.275,0.861,1.0,1
8,0.601,0.334,0.0,1
9,0.048,0.541,1.0,1
10,0.528,0.01,0.0,1
11,0.801,0.284,0.0,1
12,0.553,0.586,1.0,1
13,0.851,0.554,0.0,0
14,0.949,0.484,0.0,0
15,0.432,0.184,0.0,1
16,0.349,0.053,0.0,1
17,0.986,0.972,1.0,1
18,0.839,0.069,0.0,1
19,0.208,0.907,1.0,1
20,0.085,0.006,0.0,1
21,0.588,0.802,1.0,1
22,0.299,0.52,1.0,1
23,0.167,0.664,1.0,1
24,0.694,0.908,1.0,1
25,0.792,0.82,1.0,1
26,0.332,0.346,1.0,0
27,0.007,0.827,1.0,1
28,0.67,0.723,1.0,1
29,0.699,0.472,1.0,1
30,0.428,0.693,1.0,1
31,0.174,0.178,0.0,1
