,x1,x2,resp,correct
0,0.077,0.208,1.0,0
1,0.654,0.077,1.0,1
2,0.956,0.806,1.0,1
3,0.138,0.056,0.0,1
4,0.17,0.514,1.0,0
5,0.448,0.549,0.0,1
6,0.081,0.417,1.0,0
7,0.156,0.277,1.0,0
8,0.53,0.134,1.0,1
9,0.563,0.948,1.0,0
10,0.717,0.336,1.0,1
11,0.414,0.308,1.0,1
12,0.333,0.733,1.0,0
13,0.096,0.725,1.0,0
14,0.293,0.133,1.0,1
15,0.395,0.057,1.0,1
16,0.604,0.706,0.0,1
17,0.79,0.691,1.0,0
18,0.971,0.579,1.0,1
19,0.267,0.93,1.0,0
20,0.276,0.416,0.0,1
21,0.986,0.269,1.0,1
22,0.856,0.395,1.0,1
23,0.689,0.606,0.0,1
24,0.856,0.902,0.0,1
25,0.399,0.813,1.0,0
26,0.148,0.773,1.0,0
27,0.98,0.049,1.0,1
28,0.67,0.818,1.0,0
29,0.83,0.157,1.0,1
30,0.596,0.387,1.0,1
31,0.021,0.928,1.0,0
