,x1,x2,resp,correct
0,0.533,0.301,0.0,1
1,0.942,0.708,1.0,1
2,0.333,0.789,1.0,1
3,0.267,0.075,0.0,1
4,0.869,0.343,0.0,1
5,0.417,0.931,1.0,1
6,0.705,0.205,0.0,1
7,0.698,0.985,1.0,1
8,0.148,0.457,1.0,1
9,0.832,0.788,1.0,1
10,0.787,0.604,1.0,1
11,0.563,0.094,0.0,1
12,0.071,0.02,0.0,1
13,0.908,0.176,0.0,1
14,0.163,0.684,1.0,1
15,0.044,0.608,1.0,1
16,0.789,0.013,0.0,1
17,0.208,0.9,1.0,1
18,0.603,0.854,1.0,1
19,0.347,0.308,0.0,1
20,0.48,0.696,1.0,1
21,0.039,0.288,0.0,1
22,0.916,0.395,0.0,1
23,0.217,0.147,1.0,0
24,0.468,0.4,1.0,1
25,0.011,0.792,1.0,1
26,0.419,0.203,0.0,1
27,0.708,0.431,1.0,1
28,0.599,0.562,1.0,1
29,0.28,0.522,1.0,1
30,0.725,0.718,1.0,1
31,0.968,0.922,1.0,1
