,x1,x2,resp,correct
0,0.036,0.808,0.0,1
1,0.926,0.158,0.0,0
2,0.3,0.279,0.0,1
3,0.926,0.677,1.0,1
4,0.205,0.153,0.0,1
5,0.584,0.347,1.0,1
6,0.171,0.65,0.0,1
7,0.096,0.587,0.0,1
8,0.138,0.989,0.0,0
9,0.47,0.163,1.0,0
10,0.967,0.429,1.0,1
11,0.32,0.798,1.0,1
12,0.869,0.545,1.0,1
13,0.663,0.214,0.0,1
14,0.644,0.454,1.0,1
15,0.216,0.43,0.0,1
16,0.73,0.999,1.0,1
17,0.416,0.675,1.0,1
18,0.677,0.683,1.0,1
19,0.597,0.565,1.0,1
20,0.453,0.457,1.0,1
21,0.312,0.525,1.0,0
22,0.461,0.911,1.0,1
23,0.834,0.076,0.0,0
24,0.841,0.289,0.0,0
25,0.029,0.282,0.0,1
26,0.582,0.084,0.0,1
27,0.569,0.837,1.0,1
28,0.034,0.026,0.0,1
29,0.355,0.092,1.0,0
30,0.857,0.81,1.0,1
31,0.917,0.916,1.0,1
