,x1,x2,resp,correct
0,0.192,0.277,0.0,1
1,0.92,0.554,1.0,1
2,0.935,0.097,1.0,1
3,0.585,0.47,1.0,1
4,0.018,0.214,0.0,1
5,0.44,0.58,0.0,1
6,0.006,0.993,0.0,1
7,0.581,0.671,0.0,1
8,0.929,0.811,0.0,0
9,0.302,0.989,0.0,1
10,0.132,0.08,1.0,0
11,0.573,0.932,0.0,1
12,0.038,0.727,0.0,1
13,0.781,0.209,1.0,1
14,0.741,0.344,1.0,1
15,0.329,0.699,0.0,1
16,0.412,0.779,0.0,1
17,0.791,0.692,0.0,1
18,0.191,0.848,0.0,1
19,0.318,0.208,1.0,1
20,0.778,0.395,1.0,1
21,0.71,0.041,1.0,1
22,0.777,0.998,0.0,1
23,0.999,0.269,1.0,1
24,0.693,0.555,0.0,0
25,0.424,0.021,1.0,1
26,0.172,0.61,0.0,1
27,0.31,0.405,0.0,1
28,0.429,0.337,1.0,0
29,0.6,0.163,1.0,1
30,0.027,0.47,0.0,1
31,0.656,0.83,0.0,1
