,x1,x2,resp,correct
0,0.688,0.698,0.0,1
1,0.333,0.281,1.0,1
2,0.973,0.391,0.0,1
3,0.135,0.436,1.0,1
4,0.036,0.341,1.0,1
5,0.297,0.571,1.0,1
6,0.026,0.787,1.0,1
7,0.085,0.061,1.0,1
8,0.457,0.177,1.0,1
9,0.579,0.84,1.0,1
10,0.908,0.956,0.0,1
11,0.604,0.574,0.0,1
12,0.691,0.222,0.0,1
13,0.73,0.911,0.0,1
14,0.457,0.726,1.0,1
15,0.184,0.982,1.0,1
16,0.336,0.015,1.0,1
17,0.282,0.778,1.0,1
18,0.955,0.135,0.0,1
19,0.406,0.472,1.0,1
20,0.132,0.714,1.0,1
21,0.089,0.588,1.0,1
22,0.578,0.293,1.0,1
23,0.787,0.611,0.0,1
24,0.774,0.841,0.0,1
25,0.92,0.679,0.0,1
26,0.461,0.988,1.0,1
27,0.834,0.086,0.0,1
28,0.569,0.083,1.0,1
29,0.144,0.189,1.0,1
30,0.838,0.331,0.0,1
31,0.643,0.464,0.0,1
