,x1,x2,resp,correct
0,0.136,0.13,1.0,1
1,0.418,0.137,0.0,0
2,0.923,0.471,0.0,1
3,0.4,0.901,1.0,1
4,0.61,0.518,1.0,0
5,0.157,0.687,1.0,1
6,0.98,0.975,0.0,1
7,0.645,0.919,0.0,1
8,0.147,0.944,1.0,1
9,0.469,0.484,1.0,1
10,0.18,0.423,1.0,1
11,0.085,0.035,1.0,1
12,0.257,0.34,1.0,1
13,0.779,0.329,0.0,1
14,0.312,0.071,0.0,0
15,0.424,0.674,1.0,1
16,0.028,0.592,1.0,1
17,0.664,0.166,0.0,1
18,0.324,0.809,1.0,1
19,0.95,0.713,0.0,1
20,0.774,0.007,0.0,1
21,0.869,0.56,0.0,1
22,0.543,0.303,0.0,0
23,0.326,0.592,1.0,1
24,0.071,0.855,1.0,1
25,0.728,0.727,0.0,1
26,0.528,0.097,0.0,0
27,0.848,0.817,0.0,1
28,0.931,0.142,0.0,1
29,0.574,0.807,1.0,1
30,0.646,0.43,1.0,0
31,0.047,0.307,1.0,1
