,x1,x2,resp,correct
0,0.984,0.705,1.0,1
1,0.691,0.481,0.0,1
2,0.867,0.857,1.0,1
3,0.352,0.839,1.0,1
4,0.1,0.288,0.0,1
5,0.273,0.538,0.0,1
6,0.057,0.528,0.0,1
7,0.044,0.818,1.0,1
8,0.804,0.082,0.0,1
9,0.932,0.39,0.0,1
10,0.455,0.207,0.0,1
11,0.165,0.951,1.0,1
12,0.954,0.937,1.0,1
13,0.262,0.271,0.0,1
14,0.287,0.087,0.0,1
15,0.201,0.448,0.0,1
16,0.154,0.646,1.0,1
17,0.392,0.968,1.0,1
18,0.609,0.057,0.0,1
19,0.541,0.298,0.0,1
20,0.612,0.607,1.0,1
21,0.027,0.021,0.0,1
22,0.647,0.662,1.0,1
23,0.741,0.211,0.0,1
24,0.564,0.775,1.0,1
25,0.416,0.417,0.0,1
26,0.795,0.323,0.0,1
27,0.94,0.132,0.0,1
28,0.138,0.142,0.0,1
29,0.417,0.736,1.0,1
30,0.802,0.535,0.0,1
31,0.672,0.952,1.0,1
