,x1,x2,resp,correct
0,0.418,0.998,1.0,1
1,0.204,0.149,1.0,0
2,0.921,0.169,1.0,0
3,0.989,0.933,1.0,1
4,0.826,0.854,1.0,1
5,0.301,0.305,1.0,0
6,0.579,0.021,1.0,0
7,0.59,0.354,1.0,0
8,0.935,0.423,0.0,0
9,0.26,0.791,1.0,1
10,0.057,0.858,1.0,1
11,0.2,0.394,1.0,0
12,0.814,0.338,0.0,1
13,0.657,0.442,1.0,1
14,0.007,0.533,1.0,1
15,0.415,0.428,1.0,1
16,0.84,0.062,1.0,0
17,0.265,0.038,1.0,0
18,0.01,0.066,1.0,0
19,0.519,0.807,1.0,1
20,0.724,0.709,1.0,1
21,0.995,0.74,0.0,0
22,0.829,0.55,1.0,1
23,0.711,0.925,1.0,1
24,0.565,0.606,1.0,1
25,0.411,0.187,0.0,1
26,0.345,0.595,1.0,1
27,0.091,0.293,1.0,0
28,0.471,0.711,0.0,0
29,0.158,0.924,1.0,1
30,0.685,0.152,0.0,1
31,0.211,0.71,1.0,1
