,x1,x2,resp,correct
0,0.03,0.798,0.0,1
1,0.525,0.055,1.0,0
2,0.527,0.773,1.0,1
3,0.288,0.329,1.0,0
4,0.172,0.433,1.0,0
5,0.067,0.601,0.0,1
6,0.592,0.559,1.0,1
7,0.402,0.988,1.0,1
8,0.676,0.47,1.0,1
9,0.165,0.944,1.0,1
10,0.519,0.269,0.0,1
11,0.218,0.742,1.0,1
12,0.471,0.457,0.0,0
13,0.067,0.001,0.0,1
14,0.28,0.559,0.0,1
15,0.723,0.678,1.0,1
16,0.995,0.917,1.0,1
17,0.48,0.21,1.0,0
18,0.278,0.072,0.0,1
19,0.997,0.162,1.0,1
20,0.84,0.575,1.0,1
21,0.818,0.282,1.0,1
22,0.85,0.053,0.0,0
23,0.458,0.703,1.0,1
24,0.987,0.46,1.0,1
25,0.91,0.693,1.0,1
26,0.039,0.347,0.0,1
27,0.319,0.849,1.0,1
28,0.724,0.927,1.0,1
29,0.676,0.153,1.0,0
30,0.178,0.168,1.0,0
31,0.869,0.855,1.0,1
