,x1,x2,resp,correct
0,0.204,0.979,1.0,1
1,0.485,0.674,1.0,1
2,0.156,0.144,1.0,1
3,0.445,0.93,1.0,1
4,0.1,0.831,1.0,1
5,0.662,0.71,0.0,1
6,0.941,0.727,0.0,1
7,0.972,0.193,0.0,1
8,0.584,0.598,1.0,1
9,0.979,0.396,0.0,1
10,0.258,0.853,1.0,1
11,0.064,0.558,1.0,1
12,0.185,0.695,1.0,1
13,0.076,0.024,1.0,1
14,0.78,0.083,0.0,1
15,0.528,0.29,1.0,1
16,0.6,0.834,0.0,0
17,0.316,0.336,1.0,1
18,0.649,0.132,0.0,1
19,0.478,0.17,1.0,1
20,0.605,0.052,0.0,1
21,0.336,0.002,1.0,1
22,0.846,0.547,0.0,1
23,0.794,0.34,0.0,1
24,0.258,0.532,1.0,1
25,0.848,0.796,0.0,1
26,0.454,0.48,1.0,1
27,0.646,0.91,0.0,1
28,0.02,0.318,1.0,1
29,0.902,0.956,0.0,1
30,0.171,0.477,1.0,1
31,0.73,0.474,0.0,1
