,x1,x2,resp,correct
0,0.563,0.275,0.0,1
1,0.855,0.836,1.0,1
2,0.735,0.987,1.0,1
3,0.906,0.666,1.0,1
4,0.835,0.327,1.0,1
5,0.185,0.991,0.0,0
6,0.541,0.773,0.0,0
7,0.921,0.999,1.0,1
8,0.02,0.828,0.0,1
9,0.315,0.868,0.0,0
10,0.321,0.347,1.0,0
11,0.407,0.663,0.0,0
12,0.436,0.483,0.0,0
13,0.197,0.401,0.0,1
14,0.317,0.045,0.0,1
15,0.848,0.046,1.0,0
16,0.679,0.681,0.0,0
17,0.687,0.143,0.0,1
18,0.038,0.031,0.0,1
19,0.994,0.401,1.0,1
20,0.448,0.194,1.0,0
21,0.518,0.578,0.0,0
22,0.529,0.068,0.0,1
23,0.21,0.198,1.0,0
24,0.848,0.561,1.0,1
25,0.061,0.582,0.0,1
26,0.667,0.389,0.0,0
27,0.039,0.349,0.0,1
28,0.473,0.974,0.0,0
29,0.169,0.729,0.0,0
30,0.337,0.608,0.0,0
31,0.911,0.132,1.0,1
