,x1,x2,resp,correct
0,0.484,0.96,0.0,1
1,0.186,0.154,0.0,0
2,0.285,0.828,1.0,1
3,0.183,0.909,1.0,1
4,0.05,0.862,1.0,1
5,0.274,0.052,1.0,1
6,0.004,0.593,1.0,1
7,0.835,0.355,0.0,1
8,0.031,0.058,1.0,1
9,0.907,0.473,0.0,1
10,0.733,0.156,1.0,0
11,0.986,0.139,1.0,0
12,0.333,0.54,0.0,0
13,0.994,0.703,0.0,1
14,0.21,0.426,0.0,0
15,0.388,0.468,0.0,0
16,0.451,0.706,0.0,1
17,0.846,0.058,1.0,0
18,0.589,0.32,0.0,1
19,0.86,0.551,0.0,1
20,0.551,0.779,0.0,1
21,0.41,0.151,1.0,0
22,0.98,0.978,0.0,1
23,0.804,0.816,0.0,1
24,0.721,0.708,0.0,1
25,0.313,0.357,0.0,0
26,0.681,0.913,0.0,1
27,0.537,0.063,1.0,0
28,0.079,0.306,1.0,1
29,0.52,0.516,0.0,1
30,0.197,0.656,1.0,1
31,0.718,0.479,0.0,1
