,x1,x2,resp,correct
0,0.852,0.39,1.0,1
1,0.158,0.343,1.0,1
2,0.418,0.075,1.0,1
3,0.93,0.85,0.0,1
4,0.971,0.351,1.0,1
5,0.421,0.333,1.0,1
6,0.222,0.516,1.0,1
7,0.039,0.196,1.0,1
8,0.671,0.019,1.0,1
9,0.575,0.901,0.0,1
10,0.175,0.051,1.0,1
11,0.224,0.791,0.0,1
12,0.423,0.824,0.0,1
13,0.456,0.583,1.0,1
14,0.806,0.145,1.0,1
15,0.779,0.921,0.0,1
16,0.727,0.822,0.0,1
17,0.295,0.221,1.0,1
18,0.652,0.28,1.0,1
19,0.308,0.413,1.0,1
20,0.962,0.58,1.0,1
21,0.064,0.962,0.0,1
22,0.259,0.941,0.0,1
23,0.849,0.736,0.0,1
24,0.553,0.654,0.0,1
25,0.041,0.448,1.0,1
26,0.532,0.134,1.0,1
27,0.357,0.652,0.0,1
28,0.682,0.534,1.0,1
29,0.971,0.018,1.0,1
30,0.526,0.411,1.0,1
31,0.043,0.669,0.0,1
