,x1,x2,resp,correct
0,0.319,0.849,1.0,1
1,0.724,0.927,0.0,0
2,0.402,0.988,0.0,0
3,0.91,0.693,1.0,1
4,0.519,0.269,1.0,0
5,0.869,0.855,1.0,1
6,0.997,0.162,1.0,1
7,0.471,0.457,0.0,0
8,0.525,0.055,1.0,0
9,0.278,0.072,1.0,0
10,0.039,0.347,0.0,1
11,0.676,0.47,0.0,0
12,0.288,0.329,0.0,1
13,0.178,0.168,0.0,1
14,0.165,0.944,0.0,0
15,0.172,0.433,0.0,1
16,0.527,0.773,0.0,0
17,0.676,0.153,1.0,0
18,0.03,0.798,0.0,1
19,0.28,0.559,0.0,1
20,0.818,0.282,0.0,0
21,0.067,0.601,0.0,1
22,0.458,0.703,0.0,0
23,0.067,0.001,1.0,0
24,0.723,0.678,0.0,0
25,0.218,0.742,0.0,0
26,0.85,0.053,1.0,1
27,0.995,0.917,0.0,0
28,0.592,0.559,0.0,0
29,0.987,0.46,0.0,0
30,0.84,0.575,0.0,0
31,0.48,0.21,1.0,0
