,x1,x2,resp,correct
0,0.433,0.338,0.0,1
1,0.327,0.651,0.0,1
2,0.556,0.469,0.0,1
3,0.669,0.555,1.0,1
4,0.736,0.029,1.0,1
5,0.863,0.963,1.0,1
6,0.336,0.457,0.0,1
7,0.809,0.167,1.0,1
8,0.989,0.05,1.0,1
9,0.149,0.288,0.0,1
10,0.973,0.282,1.0,1
11,0.437,0.008,0.0,1
12,0.011,0.694,0.0,1
13,0.292,0.191,0.0,1
14,0.539,0.673,0.0,1
15,0.145,0.87,0.0,1
16,1.0,0.856,1.0,1
17,0.434,0.589,0.0,1
18,0.948,0.562,1.0,1
19,0.696,0.784,1.0,1
20,0.014,0.475,0.0,1
21,0.854,0.456,1.0,1
22,0.709,0.342,1.0,1
23,0.284,0.974,0.0,1
24,0.166,0.565,0.0,1
25,0.788,0.653,1.0,1
26,0.178,0.019,0.0,1
27,0.614,0.933,1.0,1
28,0.426,0.812,0.0,1
29,0.095,0.161,0.0,1
30,0.598,0.195,0.0,1
31,0.027,0.95,0.0,1
