,x1,x2,resp,correct
0,0.841,0.806,0.0,0
1,0.166,0.188,0.0,1
2,0.572,0.344,0.0,1
3,0.664,0.208,1.0,0
4,0.011,0.6,1.0,0
5,0.94,0.702,0.0,0
6,0.79,0.071,1.0,0
7,0.915,0.142,1.0,0
8,0.697,0.682,0.0,0
9,0.831,0.265,0.0,1
10,0.817,0.589,0.0,0
11,0.228,0.935,1.0,1
12,0.683,0.429,0.0,0
13,0.531,0.539,0.0,1
14,0.226,0.435,0.0,1
15,0.546,0.828,1.0,1
16,0.097,0.338,1.0,0
17,0.343,0.01,0.0,1
18,0.551,0.083,1.0,0
19,0.431,0.943,1.0,1
20,0.442,0.424,0.0,1
21,0.331,0.58,0.0,1
22,0.14,0.677,1.0,0
23,0.393,0.718,0.0,0
24,0.469,0.192,0.0,1
25,0.351,0.871,1.0,1
26,0.995,0.431,0.0,0
27,0.682,0.959,1.0,1
28,0.073,0.797,1.0,0
29,0.088,0.025,1.0,0
30,0.919,0.979,0.0,0
31,0.263,0.347,0.0,1
