,x1,x2,resp,correct
0,0.824,0.445,1.0,1
1,0.301,0.919,1.0,0
2,0.173,0.778,0.0,1
3,0.56,0.179,1.0,1
4,0.285,0.65,1.0,0
5,0.466,0.036,1.0,1
6,0.725,0.555,0.0,0
7,0.085,0.647,0.0,1
8,0.587,0.973,1.0,0
9,0.712,0.331,1.0,1
10,0.531,0.731,1.0,0
11,0.159,0.049,0.0,0
12,0.869,0.692,1.0,1
13,0.841,0.221,1.0,1
14,0.091,0.953,0.0,1
15,0.002,0.14,0.0,1
16,0.977,0.028,1.0,1
17,0.841,0.963,0.0,1
18,0.532,0.46,0.0,1
19,0.077,0.456,0.0,1
20,0.211,0.344,0.0,1
21,0.95,0.851,0.0,1
22,0.395,0.6,0.0,1
23,0.904,0.569,1.0,1
24,0.198,0.567,0.0,1
25,0.461,0.332,0.0,0
26,0.942,0.355,1.0,1
27,0.704,0.037,1.0,1
28,0.26,0.161,0.0,1
29,0.271,0.409,0.0,1
30,0.474,0.838,1.0,0
31,0.682,0.855,1.0,0
