,x1,x2,resp,correct
0,0.737,0.926,0.0,1
1,0.353,0.066,1.0,1
2,0.664,0.211,1.0,1
3,0.078,0.332,0.0,0
4,0.017,0.052,1.0,1
5,0.775,0.819,0.0,1
6,0.532,0.516,0.0,1
7,0.072,0.553,0.0,1
8,0.742,0.453,0.0,1
9,0.516,0.022,1.0,1
10,0.167,0.226,1.0,1
11,0.938,0.422,1.0,0
12,0.297,0.579,0.0,1
13,0.346,0.312,1.0,1
14,0.442,0.202,1.0,1
15,0.178,0.93,0.0,1
16,0.973,0.996,0.0,1
17,0.465,0.73,0.0,1
18,0.533,0.347,0.0,0
19,0.03,0.852,0.0,1
20,0.937,0.65,1.0,0
21,0.571,0.867,0.0,1
22,0.823,0.08,1.0,1
23,0.465,0.905,0.0,1
24,0.174,0.387,0.0,0
25,0.672,0.715,0.0,1
26,0.938,0.151,1.0,1
27,0.161,0.73,0.0,1
28,0.779,0.528,0.0,1
29,0.283,0.813,0.0,1
30,0.859,0.27,1.0,1
31,0.463,0.446,0.0,1
