,x1,x2,resp,correct
0,0.803,0.991,1.0,1
1,0.779,0.654,1.0,1
2,0.201,0.029,0.0,1
3,0.561,0.422,1.0,1
4,0.205,0.564,0.0,1
5,0.912,0.609,1.0,1
6,0.988,0.296,1.0,1
7,0.035,0.165,0.0,1
8,0.917,0.049,1.0,1
9,0.819,0.422,1.0,1
10,0.678,0.811,1.0,1
11,0.46,0.843,0.0,0
12,0.557,0.219,1.0,1
13,0.288,0.41,0.0,1
14,0.704,0.35,1.0,1
15,0.093,0.91,0.0,1
16,0.152,0.85,0.0,1
17,0.665,0.037,1.0,1
18,0.26,0.905,0.0,1
19,0.065,0.411,0.0,1
20,0.39,0.266,0.0,1
21,0.591,0.993,1.0,1
22,0.413,0.595,0.0,0
23,0.964,0.816,1.0,1
24,0.575,0.67,1.0,1
25,0.848,0.169,1.0,1
26,0.313,0.699,0.0,1
27,0.076,0.647,0.0,1
28,0.217,0.288,0.0,1
29,0.289,0.228,0.0,1
30,0.479,0.06,1.0,1
31,0.737,0.571,1.0,1
