,x1,x2,resp,correct
0,0.142,0.904,1.0,1
1,0.161,0.718,1.0,0
2,0.041,0.018,1.0,0
3,0.743,0.662,0.0,0
4,0.816,0.563,0.0,0
5,0.392,0.681,0.0,0
6,0.483,0.469,0.0,0
7,0.162,0.158,1.0,0
8,0.606,0.313,1.0,1
9,0.343,0.274,0.0,1
10,0.564,0.594,1.0,1
11,0.828,0.039,0.0,1
12,0.85,0.35,1.0,1
13,0.587,0.82,1.0,1
14,0.072,0.772,1.0,0
15,0.28,0.037,1.0,0
16,0.914,0.73,1.0,1
17,0.057,0.29,1.0,0
18,0.987,0.134,1.0,1
19,0.737,0.929,1.0,1
20,0.58,0.003,0.0,1
21,0.188,0.399,1.0,0
22,0.976,0.924,1.0,1
23,0.912,0.478,1.0,1
24,0.732,0.429,0.0,0
25,0.042,0.565,1.0,0
26,0.415,0.183,1.0,0
27,0.403,0.927,1.0,1
28,0.668,0.224,0.0,1
29,0.329,0.584,1.0,1
30,0.793,0.857,0.0,0
31,0.259,0.84,1.0,1
