,x1,x2,resp,correct
0,0.316,0.981,0.0,1
1,0.984,0.34,1.0,1
2,0.199,0.032,1.0,1
3,0.442,0.352,1.0,1
4,0.799,0.698,0.0,1
5,0.016,0.216,1.0,1
6,0.572,0.654,0.0,1
7,0.829,0.966,0.0,1
8,0.782,0.462,1.0,1
9,0.409,0.003,1.0,1
10,0.215,0.568,1.0,1
11,0.045,0.455,1.0,1
12,0.953,0.563,1.0,1
13,0.783,0.129,1.0,1
14,0.584,0.974,0.0,1
15,0.153,0.816,0.0,1
16,0.54,0.143,1.0,1
17,0.262,0.174,1.0,1
18,0.589,0.433,1.0,1
19,0.968,0.094,1.0,1
20,0.647,0.308,1.0,1
21,0.217,0.258,1.0,1
22,0.653,0.03,1.0,1
23,0.475,0.574,0.0,0
24,0.934,0.825,0.0,1
25,0.291,0.451,1.0,1
26,0.659,0.791,0.0,1
27,0.019,0.966,0.0,1
28,0.726,0.564,1.0,1
29,0.017,0.726,1.0,0
30,0.274,0.648,0.0,1
31,0.431,0.778,0.0,1
