,x1,x2,resp,correct
0,0.53,0.959,0.0,1
1,0.316,0.648,0.0,1
2,0.431,0.822,0.0,1
3,0.483,0.521,1.0,1
4,0.066,0.965,0.0,1
5,0.207,0.348,1.0,1
6,0.915,0.871,0.0,1
7,0.857,0.96,0.0,1
8,0.544,0.215,1.0,1
9,0.067,0.406,1.0,1
10,0.398,0.012,1.0,1
11,0.403,0.27,1.0,1
12,0.974,0.611,0.0,1
13,0.943,0.32,1.0,1
14,0.217,0.529,1.0,1
15,0.291,0.44,1.0,1
16,0.574,0.662,0.0,1
17,0.531,0.387,1.0,1
18,0.319,0.978,0.0,1
19,0.794,0.17,1.0,1
20,0.147,0.031,1.0,1
21,0.651,0.307,1.0,1
22,0.077,0.74,0.0,1
23,0.806,0.386,1.0,1
24,0.706,0.526,1.0,1
25,0.701,0.061,1.0,1
26,0.68,0.787,0.0,1
27,0.863,0.687,0.0,1
28,0.951,0.02,1.0,1
29,0.334,0.206,1.0,1
30,0.203,0.816,0.0,1
31,0.043,0.189,1.0,1
