,x1,x2,resp,correct
0,0.044,0.272,1.0,1
1,0.695,0.388,1.0,0
2,0.341,0.32,0.0,0
3,0.822,0.26,1.0,0
4,0.19,0.939,1.0,1
5,0.452,0.458,0.0,0
6,0.716,0.958,0.0,1
7,0.444,0.983,0.0,0
8,0.199,0.191,1.0,1
9,0.04,0.599,1.0,1
10,0.813,0.008,0.0,1
11,0.548,0.527,1.0,1
12,0.988,0.188,0.0,1
13,0.846,0.823,1.0,0
14,0.309,0.793,1.0,1
15,0.409,0.707,0.0,0
16,0.935,0.698,1.0,0
17,0.808,0.546,1.0,0
18,0.184,0.429,0.0,0
19,0.463,0.202,1.0,1
20,0.611,0.021,1.0,0
21,0.712,0.148,0.0,1
22,0.973,0.41,1.0,0
23,0.04,0.023,0.0,0
24,0.334,0.58,0.0,0
25,0.598,0.836,0.0,0
26,0.549,0.32,1.0,1
27,0.336,0.042,0.0,0
28,0.907,0.975,0.0,1
29,0.088,0.844,1.0,1
30,0.187,0.671,0.0,0
31,0.709,0.662,0.0,1
