,x1,x2,resp,correct
0,0.546,0.828,1.0,1
1,0.683,0.429,1.0,1
2,0.226,0.435,0.0,1
3,0.351,0.871,1.0,1
4,0.011,0.6,0.0,1
5,0.664,0.208,0.0,1
6,0.572,0.344,0.0,1
7,0.919,0.979,1.0,1
8,0.442,0.424,0.0,1
9,0.14,0.677,0.0,1
10,0.682,0.959,1.0,1
11,0.166,0.188,0.0,1
12,0.551,0.083,0.0,1
13,0.088,0.025,0.0,1
14,0.817,0.589,1.0,1
15,0.097,0.338,0.0,1
16,0.228,0.935,1.0,1
17,0.831,0.265,0.0,1
18,0.263,0.347,0.0,1
19,0.94,0.702,1.0,1
20,0.331,0.58,0.0,1
21,0.915,0.142,0.0,1
22,0.469,0.192,0.0,1
23,0.995,0.431,1.0,1
24,0.841,0.806,1.0,1
25,0.073,0.797,0.0,1
26,0.393,0.718,1.0,1
27,0.343,0.01,0.0,1
28,0.531,0.539,0.0,1
29,0.697,0.682,0.0,0
30,0.431,0.943,1.0,1
31,0.79,0.071,0.0,1
