,x1,x2,resp,correct
0,0.279,0.963,1.0,1
1,0.81,0.198,0.0,1
2,0.437,0.35,1.0,0
3,0.802,0.703,0.0,1
4,0.082,0.414,1.0,1
5,0.336,0.14,1.0,0
6,0.212,0.544,1.0,1
7,0.98,0.526,0.0,1
8,0.213,0.833,1.0,1
9,0.437,0.086,1.0,0
10,0.977,0.275,0.0,1
11,0.573,0.939,0.0,0
12,0.812,0.435,0.0,1
13,0.659,0.574,0.0,1
14,0.531,0.739,0.0,0
15,0.428,0.855,1.0,1
16,0.182,0.091,1.0,0
17,0.329,0.703,1.0,1
18,0.018,0.946,0.0,0
19,0.712,0.343,0.0,1
20,0.795,0.927,0.0,0
21,0.993,0.002,0.0,1
22,0.671,0.841,0.0,0
23,0.548,0.448,0.0,1
24,0.211,0.276,1.0,0
25,0.596,0.213,0.0,1
26,0.984,0.775,0.0,1
27,0.315,0.418,1.0,0
28,0.477,0.59,1.0,1
29,0.098,0.198,0.0,1
30,0.713,0.06,0.0,1
31,0.045,0.741,0.0,0
