,x1,x2,resp,correct
0,0.967,0.21,1.0,0
1,0.732,0.159,1.0,1
2,0.683,0.934,0.0,1
3,0.34,0.064,1.0,1
4,0.547,0.051,1.0,1
5,0.865,0.773,0.0,1
6,0.79,0.348,0.0,1
7,0.207,0.703,1.0,1
8,0.543,0.259,0.0,0
9,0.306,0.325,1.0,1
10,0.97,0.731,0.0,1
11,0.19,0.208,1.0,1
12,0.914,0.983,0.0,1
13,0.484,0.418,1.0,1
14,0.601,0.573,0.0,1
15,0.788,0.517,0.0,1
16,0.826,0.068,1.0,1
17,0.983,0.471,0.0,1
18,0.045,0.077,1.0,1
19,0.554,0.832,0.0,1
20,0.32,0.543,1.0,1
21,0.735,0.662,0.0,1
22,0.071,0.611,1.0,1
23,0.388,0.643,0.0,0
24,0.722,0.472,0.0,1
25,0.164,0.439,1.0,1
26,0.423,0.221,1.0,1
27,0.474,0.999,0.0,1
28,0.307,0.798,1.0,1
29,0.089,0.864,1.0,1
30,0.154,0.934,1.0,1
31,0.018,0.301,1.0,1
