,x1,x2,resp,correct
0,0.952,0.322,1.0,1
1,0.027,0.732,0.0,1
2,0.806,0.134,1.0,1
3,0.428,0.331,1.0,0
4,0.324,0.672,0.0,1
5,0.44,0.804,0.0,1
6,0.728,0.018,1.0,1
7,0.348,0.909,0.0,1
8,0.803,0.674,1.0,1
9,0.268,0.188,1.0,0
10,0.562,0.465,1.0,0
11,0.733,0.517,1.0,1
12,0.555,0.677,0.0,1
13,0.833,0.404,1.0,1
14,0.647,0.833,0.0,1
15,0.426,0.553,0.0,1
16,0.098,0.225,0.0,1
17,0.226,0.068,1.0,1
18,0.098,0.426,0.0,1
19,0.438,0.035,1.0,1
20,0.521,0.157,1.0,1
21,0.908,0.083,1.0,1
22,0.289,0.389,0.0,1
23,0.723,0.3,1.0,1
24,0.133,0.532,0.0,1
25,0.202,0.349,0.0,1
26,0.945,0.55,1.0,1
27,0.936,0.782,1.0,1
28,0.212,0.843,0.0,1
29,0.046,0.935,0.0,1
30,0.824,0.959,0.0,1
31,0.569,0.96,0.0,1
