,x1,x2,resp,correct
0,0.683,0.951,0.0,1
1,0.538,0.833,0.0,1
2,0.601,0.264,1.0,1
3,0.986,0.215,1.0,1
4,0.857,0.556,1.0,0
5,0.039,0.846,0.0,1
6,0.208,0.175,1.0,1
7,0.032,0.259,1.0,1
8,0.981,0.717,1.0,0
9,0.183,0.428,1.0,0
10,0.007,0.035,1.0,1
11,0.695,0.451,0.0,1
12,0.655,0.721,0.0,1
13,0.579,0.064,0.0,0
14,0.425,0.993,0.0,1
15,0.152,0.991,0.0,1
16,0.309,0.258,1.0,1
17,0.299,0.038,1.0,1
18,0.779,0.812,0.0,1
19,0.449,0.726,0.0,1
20,0.453,0.188,1.0,1
21,0.267,0.564,0.0,1
22,0.961,0.901,0.0,1
23,0.075,0.565,0.0,1
24,0.807,0.313,0.0,0
25,0.65,0.197,0.0,0
26,0.996,0.44,1.0,0
27,0.298,0.857,0.0,1
28,0.846,0.034,1.0,1
29,0.168,0.733,0.0,1
30,0.601,0.568,0.0,1
31,0.394,0.392,0.0,0
