,x1,x2,resp,correct
0,0.806,0.301,0.0,1
1,0.665,0.729,1.0,1
2,0.434,0.694,1.0,1
3,0.959,0.459,1.0,1
4,0.925,0.131,1.0,0
5,0.311,0.517,0.0,0
6,0.175,0.958,1.0,1
7,0.168,0.396,0.0,1
8,0.825,0.537,1.0,1
9,0.389,0.4,0.0,0
10,0.002,0.538,0.0,0
11,0.354,0.326,0.0,1
12,0.003,0.047,0.0,1
13,0.438,0.215,0.0,1
14,0.321,0.035,0.0,1
15,0.186,0.66,1.0,1
16,0.677,0.471,1.0,1
17,0.454,0.902,1.0,1
18,0.062,0.806,1.0,1
19,0.714,0.9,1.0,1
20,0.811,0.05,1.0,0
21,0.916,0.999,1.0,1
22,0.528,0.333,0.0,1
23,0.265,0.837,1.0,1
24,0.56,0.585,1.0,1
25,0.849,0.785,1.0,1
26,0.026,0.261,0.0,1
27,0.59,0.856,1.0,1
28,0.978,0.685,1.0,1
29,0.552,0.014,0.0,1
30,0.178,0.166,0.0,1
31,0.716,0.136,0.0,1
