,x1,x2,resp,correct
0,0.714,0.9,1.0,1
1,0.003,0.047,1.0,0
2,0.175,0.958,0.0,0
3,0.454,0.902,1.0,1
4,0.677,0.471,1.0,1
5,0.916,0.999,0.0,0
6,0.716,0.136,0.0,1
7,0.026,0.261,0.0,1
8,0.959,0.459,0.0,0
9,0.354,0.326,1.0,0
10,0.806,0.301,0.0,1
11,0.438,0.215,1.0,0
12,0.925,0.131,0.0,1
13,0.825,0.537,1.0,1
14,0.168,0.396,1.0,0
15,0.389,0.4,1.0,1
16,0.178,0.166,1.0,0
17,0.311,0.517,0.0,0
18,0.849,0.785,1.0,1
19,0.552,0.014,0.0,1
20,0.665,0.729,1.0,1
21,0.811,0.05,0.0,1
22,0.265,0.837,0.0,0
23,0.528,0.333,1.0,0
24,0.002,0.538,1.0,1
25,0.56,0.585,1.0,1
26,0.186,0.66,0.0,0
27,0.978,0.685,0.0,0
28,0.062,0.806,0.0,0
29,0.321,0.035,1.0,0
30,0.434,0.694,0.0,0
31,0.59,0.856,1.0,1
