,x1,x2,resp,correct
0,0.597,0.702,0.0,1
1,0.608,0.939,0.0,0
2,0.674,0.083,1.0,1
3,0.912,0.842,1.0,1
4,0.572,0.439,0.0,1
5,0.265,0.139,1.0,0
6,0.831,0.448,1.0,1
7,0.062,0.653,1.0,0
8,0.98,0.55,1.0,1
9,0.467,0.587,0.0,1
10,0.805,0.951,1.0,1
11,0.093,0.914,0.0,1
12,0.978,0.099,1.0,1
13,0.336,0.693,0.0,1
14,0.22,0.862,0.0,1
15,0.453,0.036,1.0,0
16,0.274,0.413,0.0,1
17,0.651,0.819,1.0,1
18,0.799,0.166,1.0,1
19,0.68,0.606,0.0,0
20,0.411,0.325,0.0,1
21,0.418,0.785,0.0,1
22,0.206,0.083,1.0,0
23,0.659,0.353,0.0,0
24,0.547,0.13,1.0,0
25,0.129,0.349,0.0,1
26,0.311,0.918,0.0,1
27,0.067,0.476,0.0,1
28,0.097,0.188,1.0,0
29,0.862,0.665,1.0,1
30,0.198,0.575,0.0,1
31,0.94,0.339,1.0,1
