,x1,x2,resp,correct
0,0.697,0.034,1.0,1
1,0.951,0.326,1.0,1
2,0.565,0.714,1.0,1
3,0.8,0.439,1.0,1
4,0.463,0.036,1.0,1
5,0.604,0.164,1.0,1
6,0.074,0.186,0.0,1
7,0.272,0.714,0.0,1
8,0.97,0.783,1.0,1
9,0.216,0.054,0.0,1
10,0.389,0.547,1.0,0
11,0.206,0.783,0.0,1
12,0.01,0.696,0.0,1
13,0.329,0.447,0.0,1
14,0.539,0.438,1.0,1
15,0.737,0.333,1.0,1
16,0.064,0.925,0.0,1
17,0.943,0.051,1.0,1
18,0.074,0.412,0.0,1
19,0.154,0.599,0.0,1
20,0.801,0.727,1.0,1
21,0.446,0.848,1.0,1
22,0.725,0.544,1.0,1
23,0.298,0.184,0.0,1
24,0.698,0.788,1.0,1
25,0.436,0.267,1.0,1
26,0.217,0.265,0.0,1
27,0.777,0.924,1.0,1
28,0.585,0.968,1.0,1
29,0.945,0.533,1.0,1
30,0.277,0.926,0.0,1
31,0.798,0.171,1.0,1
