,x1,x2,resp,correct
0,0.14,0.677,1.0,0
1,0.551,0.083,0.0,1
2,0.683,0.429,1.0,1
3,0.228,0.935,1.0,1
4,0.263,0.347,1.0,0
5,0.697,0.682,1.0,1
6,0.226,0.435,1.0,0
7,0.546,0.828,1.0,1
8,0.469,0.192,1.0,0
9,0.682,0.959,1.0,1
10,0.073,0.797,1.0,0
11,0.919,0.979,1.0,1
12,0.531,0.539,1.0,0
13,0.097,0.338,1.0,0
14,0.94,0.702,1.0,1
15,0.831,0.265,0.0,1
16,0.572,0.344,1.0,0
17,0.915,0.142,0.0,1
18,0.011,0.6,1.0,0
19,0.166,0.188,1.0,0
20,0.442,0.424,1.0,0
21,0.331,0.58,1.0,0
22,0.79,0.071,0.0,1
23,0.088,0.025,1.0,0
24,0.351,0.871,1.0,1
25,0.995,0.431,1.0,1
26,0.343,0.01,1.0,0
27,0.431,0.943,1.0,1
28,0.664,0.208,0.0,1
29,0.393,0.718,1.0,1
30,0.841,0.806,1.0,1
31,0.817,0.589,1.0,1
