,x1,x2,resp,correct
0,0.517,0.049,0.0,1
1,0.599,0.781,1.0,1
2,0.469,0.958,1.0,1
3,0.447,0.171,0.0,1
4,0.924,0.186,0.0,1
5,0.06,0.046,0.0,1
6,0.448,0.444,1.0,1
7,0.831,0.087,0.0,1
8,0.607,0.265,0.0,1
9,0.796,0.279,0.0,1
10,0.85,0.847,1.0,1
11,0.397,0.721,1.0,1
12,0.209,0.165,0.0,1
13,0.551,0.536,1.0,1
14,0.071,0.527,1.0,1
15,0.284,0.072,0.0,1
16,0.349,0.539,1.0,1
17,0.716,0.397,0.0,1
18,0.295,0.344,0.0,1
19,0.061,0.829,1.0,1
20,0.985,0.969,1.0,1
21,0.978,0.652,1.0,1
22,0.148,0.42,1.0,1
23,0.651,0.158,0.0,1
24,0.352,0.825,1.0,1
25,0.659,0.972,1.0,1
26,0.676,0.714,1.0,1
27,0.184,0.717,1.0,1
28,0.922,0.445,1.0,1
29,0.071,0.335,0.0,1
30,0.867,0.605,1.0,1
31,0.133,0.904,1.0,1
