,x1,x2,resp,correct
0,0.409,0.664,1.0,0
1,0.06,0.028,0.0,1
2,0.964,0.2,0.0,0
3,0.984,0.65,1.0,1
4,0.599,0.066,0.0,1
5,0.033,0.539,0.0,1
6,0.829,0.833,1.0,1
7,0.436,0.166,0.0,1
8,0.98,0.463,1.0,1
9,0.163,0.435,0.0,1
10,0.687,0.71,1.0,1
11,0.317,0.833,1.0,1
12,0.806,0.582,0.0,0
13,0.601,0.346,0.0,1
14,0.357,0.61,0.0,1
15,0.423,0.397,0.0,1
16,0.461,0.903,1.0,1
17,0.97,0.961,1.0,1
18,0.807,0.289,0.0,1
19,0.282,0.044,0.0,1
20,0.144,0.981,1.0,1
21,0.706,0.989,1.0,1
22,0.646,0.409,0.0,1
23,0.61,0.831,1.0,1
24,0.093,0.269,0.0,1
25,0.564,0.563,0.0,0
26,0.064,0.777,0.0,1
27,0.31,0.352,0.0,1
28,0.218,0.163,0.0,1
29,0.142,0.694,1.0,0
30,0.689,0.222,0.0,1
31,0.772,0.009,1.0,0
