,x1,x2,resp,correct
0,0.832,0.801,0.0,1
1,0.336,0.069,1.0,1
2,0.943,0.147,0.0,1
3,0.221,0.678,1.0,0
4,0.47,0.983,0.0,1
5,0.43,0.214,1.0,1
6,0.861,0.325,0.0,1
7,0.649,0.432,0.0,1
8,0.943,0.968,0.0,1
9,0.567,0.866,0.0,1
10,0.987,0.729,0.0,1
11,0.79,0.03,0.0,0
12,0.073,0.328,1.0,1
13,0.562,0.61,0.0,1
14,0.935,0.429,0.0,1
15,0.263,0.311,1.0,1
16,0.188,0.966,0.0,1
17,0.258,0.871,0.0,1
18,0.695,0.173,1.0,1
19,0.646,0.738,0.0,1
20,0.292,0.611,0.0,1
21,0.772,0.562,0.0,1
22,0.546,0.067,1.0,1
23,0.064,0.086,1.0,1
24,0.154,0.425,1.0,1
25,0.051,0.572,1.0,1
26,0.558,0.281,0.0,0
27,0.198,0.132,1.0,1
28,0.446,0.392,1.0,1
29,0.477,0.664,0.0,1
30,0.08,0.859,0.0,1
31,0.645,0.988,0.0,1
