,x1,x2,resp,correct
0,0.86,0.212,1.0,1
1,0.522,0.198,1.0,1
2,0.821,0.928,0.0,1
3,0.281,0.653,0.0,1
4,0.924,0.327,1.0,1
5,0.611,0.422,1.0,1
6,0.903,0.082,1.0,1
7,0.437,0.865,0.0,1
8,0.409,0.04,1.0,1
9,0.181,0.821,0.0,1
10,0.347,0.193,1.0,1
11,0.357,0.921,0.0,1
12,0.158,0.336,1.0,1
13,0.572,0.961,0.0,1
14,0.036,0.174,1.0,1
15,0.656,0.028,1.0,1
16,0.005,0.734,0.0,1
17,0.177,0.06,1.0,1
18,0.56,0.696,0.0,1
19,0.721,0.808,0.0,1
20,0.089,0.96,0.0,1
21,0.336,0.463,0.0,0
22,0.465,0.58,0.0,0
23,0.816,0.707,0.0,1
24,0.7,0.567,1.0,1
25,0.008,0.462,0.0,0
26,0.943,0.862,0.0,1
27,0.463,0.355,1.0,1
28,0.194,0.6,0.0,0
29,0.801,0.427,1.0,1
30,0.688,0.301,1.0,1
31,0.915,0.606,0.0,1
