,x1,x2,resp,correct
0,0.067,0.599,1.0,0
1,0.866,0.519,1.0,0
2,0.449,0.205,1.0,1
3,0.584,0.016,1.0,1
4,0.544,0.857,0.0,1
5,0.983,0.392,1.0,1
6,0.837,0.273,1.0,1
7,0.976,0.932,1.0,0
8,0.963,0.665,1.0,0
9,0.155,0.163,1.0,1
10,0.098,0.806,1.0,0
11,0.307,0.597,0.0,1
12,0.737,0.714,0.0,1
13,0.355,0.069,1.0,1
14,0.148,0.656,1.0,0
15,0.723,0.422,0.0,1
16,0.194,0.998,1.0,0
17,0.014,0.316,1.0,1
18,0.022,0.045,1.0,1
19,0.285,0.855,1.0,0
20,0.174,0.423,1.0,0
21,0.295,0.319,1.0,1
22,0.402,0.969,0.0,1
23,0.701,0.131,1.0,1
24,0.455,0.435,0.0,1
25,0.644,0.927,0.0,1
26,0.438,0.702,0.0,1
27,0.867,0.87,1.0,0
28,0.534,0.597,0.0,1
29,0.869,0.039,1.0,1
30,0.545,0.261,0.0,0
31,0.942,0.147,1.0,1
