,x1,x2,resp,correct
0,0.2,0.848,1.0,1
1,0.004,0.456,1.0,1
2,0.527,0.215,1.0,0
3,0.777,0.185,1.0,0
4,0.544,0.678,1.0,1
5,0.41,0.268,1.0,0
6,0.138,0.009,1.0,0
7,0.31,0.402,1.0,0
8,0.858,0.386,1.0,0
9,0.296,0.663,1.0,1
10,0.038,0.964,1.0,1
11,0.939,0.606,0.0,1
12,0.722,0.001,1.0,0
13,0.729,0.35,1.0,0
14,0.474,0.037,0.0,1
15,0.017,0.71,1.0,1
16,0.919,0.776,0.0,1
17,0.919,0.041,1.0,0
18,0.46,0.839,1.0,1
19,0.337,0.936,1.0,1
20,0.741,0.528,0.0,1
21,0.859,0.997,0.0,0
22,0.347,0.196,1.0,0
23,0.525,0.44,0.0,1
24,0.547,0.907,1.0,1
25,0.22,0.291,1.0,0
26,0.029,0.185,1.0,1
27,0.691,0.859,0.0,0
28,0.16,0.547,1.0,1
29,0.984,0.261,1.0,0
30,0.465,0.553,1.0,0
31,0.783,0.722,0.0,1
